timestamp,source_ip,host,log_type,severity,raw_message,tags
2026-06-20T05:56:35.260556+00:00,102.226.99.112,web-srv-01,application,warning,Unhandled exception in worker 60110: NullPointerException,"http, auth"
2026-06-20T05:52:58.107601+00:00,108.221.128.11,web-srv-01,réseau,info,TLS handshake timeout from 158.119.36.6,"tcp, established"
2026-06-20T05:43:15.024303+00:00,14.187.252.206,monitor,réseau,warning,Connection from 1.64.59.185:53595 to 192.168.49.205:443 ESTABLISHED,"firewall, drop"
2026-06-20T05:42:58.662664+00:00,97.164.81.84,auth-srv,système,info,systemd: nginx.service start request repeated too quickly,"kernel, oom"
2026-06-20T05:34:14.333708+00:00,117.167.100.155,auth-srv,système,warning,kernel: EXT4-fs error on device sda1,"disk, error"
2026-06-20T05:23:55.364748+00:00,71.150.92.189,web-srv-02,système,warning,CPU temperature above threshold: 80°C,"disk, error"
2026-06-20T05:20:21.992313+00:00,59.229.81.193,monitor,auth,warning,Accepted publickey for mcarter from 113.108.88.1 port 45378,"ssh, brute-force"
2026-06-20T05:19:09.624859+00:00,11.35.61.92,monitor,système,info,systemd: nginx.service start request repeated too quickly,"kernel, oom"
2026-06-20T05:08:33.971228+00:00,47.179.22.78,proxy-01,application,info,GET /api/v1/users HTTP/1.1 200 768ms from 162.70.122.28,"db, timeout"
2026-06-20T04:50:14.756040+00:00,48.107.202.101,proxy-01,système,info,systemd: sshd.service start request repeated too quickly,"cpu, temp"
2026-06-20T04:46:05.400644+00:00,116.86.225.64,web-srv-01,application,info,Unhandled exception in worker 42199: NullPointerException,"http, api"
2026-06-20T04:42:50.803248+00:00,26.125.255.0,db-replica,application,info,Database query timeout after 30s: SELECT * FROM events,"http, auth"
2026-06-20T04:28:53.892255+00:00,84.94.2.233,web-srv-01,réseau,info,New connection accepted from 151.194.35.176,"tls, error"
2026-06-20T04:10:16.207965+00:00,30.119.74.27,proxy-01,application,warning,Database query timeout after 30s: SELECT * FROM events,"http, auth"
2026-06-20T03:56:23.374253+00:00,128.144.227.131,monitor,système,info,systemd: nginx.service start request repeated too quickly,"kernel, oom"
2026-06-20T03:55:19.888540+00:00,126.208.114.210,proxy-01,auth,info,Invalid user rpalmer from 98.30.102.102,"auth, sudo"
2026-06-20T03:45:11.030614+00:00,186.234.182.103,db-master,réseau,warning,TLS handshake timeout from 64.197.94.26,"firewall, drop"
2026-06-20T03:04:18.018621+00:00,183.147.147.240,auth-srv,système,info,Out of memory: Kill process 28085 (sshd),"kernel, oom"
2026-06-20T03:00:25.442194+00:00,221.255.200.149,db-master,application,info,Database query timeout after 30s: SELECT * FROM events,"http, api"
2026-06-20T02:56:35.348351+00:00,195.204.90.214,proxy-01,application,warning,GET /api/v1/users HTTP/1.1 200 2838ms from 71.108.1.194,"http, api"
2026-06-20T02:46:42.204966+00:00,124.162.254.15,auth-srv,auth,info,Accepted publickey for mitchell68 from 158.11.84.168 port 33704,"ssh, brute-force"
2026-06-20T02:45:06.373865+00:00,141.174.119.151,db-master,réseau,info,TLS handshake timeout from 71.92.214.60,"tls, error"
2026-06-20T02:44:33.928600+00:00,104.241.17.134,db-master,application,info,Unhandled exception in worker 85084: NullPointerException,"db, timeout"
2026-06-20T02:39:28.951850+00:00,216.69.26.167,web-srv-01,application,info,Database query timeout after 30s: SELECT * FROM events,"db, timeout"
2026-06-20T02:20:06.599097+00:00,170.220.156.138,proxy-01,application,info,POST /login HTTP/1.1 401 from 175.200.99.240 — invalid credentials,"http, auth"
2026-06-20T02:13:10.246750+00:00,19.111.42.60,proxy-01,auth,info,pam_unix(sshd:auth): authentication failure; user=rvasquez,"ssh, login"
2026-06-20T01:55:15.255558+00:00,120.121.235.41,web-srv-02,système,info,kernel: EXT4-fs error on device sda1,"cpu, temp"
2026-06-20T01:17:38.540721+00:00,81.196.249.135,web-srv-01,réseau,warning,DROP IN=eth0 OUT= SRC=176.211.11.193 DST=192.168.58.233 PROTO=TCP DPT=443,"tls, error"
2026-06-20T01:15:11.340317+00:00,106.152.145.99,proxy-01,application,info,GET /api/v1/users HTTP/1.1 200 640ms from 110.59.238.33,"http, api"
2026-06-20T01:07:16.300553+00:00,106.239.246.67,web-srv-01,réseau,info,DROP IN=eth0 OUT= SRC=102.99.90.38 DST=10.40.183.81 PROTO=TCP DPT=5432,"firewall, drop"
2026-06-20T00:59:33.137378+00:00,171.254.235.76,web-srv-01,système,info,kernel: EXT4-fs error on device sda1,"cpu, temp"
2026-06-20T00:56:55.497012+00:00,96.231.210.139,db-replica,application,warning,POST /login HTTP/1.1 401 from 98.228.117.45 — invalid credentials,"http, api"
2026-06-20T00:52:47.093735+00:00,18.167.126.189,monitor,système,info,CPU temperature above threshold: 81°C,"cpu, temp"
2026-06-20T00:41:55.921034+00:00,114.178.46.138,db-replica,application,warning,GET /api/v1/users HTTP/1.1 200 3381ms from 210.25.50.38,"http, auth"
2026-06-20T00:33:23.770281+00:00,167.143.202.92,web-srv-01,auth,warning,Invalid user amandasparks from 23.139.197.211,"auth, sudo"
2026-06-20T00:30:24.284095+00:00,92.29.23.220,db-replica,système,info,systemd: redis.service start request repeated too quickly,"kernel, oom"
2026-06-20T00:10:05.618373+00:00,97.151.115.140,db-replica,auth,warning,Accepted publickey for mckinneymark from 36.10.8.226 port 42694,"auth, sudo"
2026-06-20T00:00:56.961780+00:00,102.73.255.218,web-srv-02,auth,critical,Accepted publickey for hjones from 194.205.211.92 port 30233,"auth, sudo"
2026-06-20T00:00:11.665276+00:00,184.112.7.90,monitor,réseau,info,DROP IN=eth0 OUT= SRC=7.29.123.195 DST=10.239.176.50 PROTO=TCP DPT=6379,"tls, error"
2026-06-19T23:35:13.118454+00:00,118.1.162.160,proxy-01,application,warning,POST /login HTTP/1.1 401 from 18.164.43.91 — invalid credentials,"http, api"
2026-06-19T23:30:56.175356+00:00,126.251.140.235,db-master,réseau,info,TLS handshake timeout from 159.208.133.93,"firewall, drop"
2026-06-19T23:24:08.237693+00:00,96.145.85.248,vpn-gw,auth,critical,pam_unix(sshd:auth): authentication failure; user=reidrichard,"auth, sudo"
2026-06-19T23:17:47.357482+00:00,171.77.54.64,monitor,application,info,Unhandled exception in worker 1026: NullPointerException,"db, timeout"
2026-06-19T23:07:00.342157+00:00,207.213.181.64,web-srv-01,application,critical,GET /api/v1/users HTTP/1.1 200 3977ms from 65.194.213.224,"http, api"
2026-06-19T22:47:37.420088+00:00,110.96.165.53,db-master,auth,info,pam_unix(sshd:auth): authentication failure; user=atkinsnatalie,"ssh, brute-force"
2026-06-19T22:43:55.593455+00:00,186.237.193.175,monitor,réseau,info,New connection accepted from 25.144.157.162,"tls, error"
2026-06-19T22:36:32.280812+00:00,132.111.12.142,auth-srv,système,info,Out of memory: Kill process 39204 (nginx),"kernel, oom"
2026-06-19T22:35:28.115267+00:00,14.45.133.106,web-srv-01,réseau,info,Connection from 92.156.23.126:51792 to 192.168.111.23:3306 ESTABLISHED,"firewall, drop"
2026-06-19T22:34:30.918795+00:00,166.54.105.83,vpn-gw,auth,warning,pam_unix(sshd:auth): authentication failure; user=leedarren,"ssh, brute-force"
2026-06-19T22:23:42.176557+00:00,185.13.81.52,vpn-gw,auth,info,pam_unix(sshd:auth): authentication failure; user=melaniemartinez,"ssh, login"
2026-06-19T22:23:03.980125+00:00,114.219.81.148,web-srv-01,réseau,warning,New connection accepted from 75.49.191.169,"firewall, drop"
2026-06-19T22:11:37.260154+00:00,88.225.118.163,web-srv-01,auth,critical,Failed password for gsantos from 49.41.220.67 port 40842 ssh2,"auth, sudo"
2026-06-19T21:52:18.959469+00:00,148.55.239.232,db-master,système,warning,Out of memory: Kill process 18580 (systemd),"cpu, temp"
2026-06-19T21:31:30.112815+00:00,198.89.129.32,vpn-gw,auth,info,pam_unix(sshd:auth): authentication failure; user=srodriguez,"ssh, brute-force"
2026-06-19T20:52:17.421533+00:00,50.111.35.188,web-srv-01,système,info,CPU temperature above threshold: 95°C,"disk, error"
2026-06-19T20:52:10.025653+00:00,25.104.152.54,web-srv-02,réseau,info,DROP IN=eth0 OUT= SRC=36.99.67.121 DST=10.54.67.241 PROTO=TCP DPT=6379,"firewall, drop"
2026-06-19T20:45:59.084015+00:00,124.112.107.29,vpn-gw,auth,warning,pam_unix(sshd:auth): authentication failure; user=brandicabrera,"auth, sudo"
2026-06-19T20:45:43.007420+00:00,171.41.179.19,proxy-01,système,warning,systemd: sshd.service start request repeated too quickly,"disk, error"
2026-06-19T20:32:26.723870+00:00,142.187.46.90,auth-srv,système,warning,systemd: systemd.service start request repeated too quickly,"cpu, temp"
2026-06-19T20:30:26.198503+00:00,200.205.75.199,vpn-gw,application,info,Unhandled exception in worker 85981: NullPointerException,"db, timeout"
2026-06-19T20:27:19.756270+00:00,57.60.96.184,web-srv-01,application,info,Unhandled exception in worker 19534: NullPointerException,"http, api"
2026-06-19T20:25:13.582613+00:00,45.25.109.250,web-srv-02,application,critical,GET /api/v1/users HTTP/1.1 200 2239ms from 150.43.61.203,"http, api"
2026-06-19T20:24:50.740391+00:00,125.224.222.116,auth-srv,réseau,info,New connection accepted from 149.241.216.59,"firewall, drop"
2026-06-19T20:22:12.288709+00:00,33.181.173.159,monitor,auth,info,Invalid user ohughes from 72.101.165.38,"ssh, brute-force"
2026-06-19T20:13:40.298894+00:00,49.75.17.204,web-srv-02,réseau,warning,New connection accepted from 143.215.191.214,"tls, error"
2026-06-19T20:02:15.312245+00:00,110.62.127.119,web-srv-02,auth,info,Invalid user cobbjeremiah from 219.165.47.112,"ssh, login"
2026-06-19T19:55:40.407187+00:00,201.152.47.239,db-master,auth,info,Accepted publickey for belledward from 144.73.179.187 port 35130,"ssh, brute-force"
2026-06-19T19:52:24.312079+00:00,134.28.8.102,auth-srv,système,critical,CPU temperature above threshold: 88°C,"cpu, temp"
2026-06-19T19:36:16.490238+00:00,34.32.144.47,proxy-01,application,info,GET /api/v1/users HTTP/1.1 200 1417ms from 20.46.37.45,"db, timeout"
2026-06-19T19:25:18.465125+00:00,167.242.171.240,auth-srv,système,info,CPU temperature above threshold: 81°C,"kernel, oom"
2026-06-19T19:07:40.147309+00:00,199.115.222.115,vpn-gw,réseau,warning,TLS handshake timeout from 166.202.101.233,"tcp, established"
2026-06-19T19:06:58.618509+00:00,26.135.237.79,proxy-01,réseau,warning,DROP IN=eth0 OUT= SRC=11.184.28.196 DST=10.54.236.126 PROTO=TCP DPT=3306,"tcp, established"
2026-06-19T19:02:33.939315+00:00,12.233.190.151,vpn-gw,auth,warning,Invalid user katelyn27 from 80.9.10.66,"ssh, brute-force"
2026-06-19T19:01:59.386475+00:00,97.229.174.150,auth-srv,auth,warning,Failed password for james50 from 220.72.177.85 port 10857 ssh2,"ssh, login"
2026-06-19T18:50:31.936436+00:00,14.116.101.18,web-srv-02,système,info,systemd: sshd.service start request repeated too quickly,"kernel, oom"
2026-06-19T18:41:47.827056+00:00,190.215.127.236,proxy-01,auth,info,pam_unix(sshd:auth): authentication failure; user=hugheskaitlin,"ssh, brute-force"
2026-06-19T18:24:56.465289+00:00,117.165.203.103,db-master,réseau,info,New connection accepted from 88.212.36.187,"tcp, established"
2026-06-19T18:14:56.744264+00:00,166.240.1.184,vpn-gw,application,info,GET /api/v1/users HTTP/1.1 200 327ms from 22.193.190.24,"db, timeout"
2026-06-19T18:07:05.117221+00:00,210.206.10.179,db-replica,application,warning,Unhandled exception in worker 67343: NullPointerException,"db, timeout"
2026-06-19T17:32:43.500605+00:00,210.36.39.85,monitor,application,info,POST /login HTTP/1.1 401 from 157.151.182.154 — invalid credentials,"db, timeout"
2026-06-19T17:31:24.901475+00:00,28.38.175.84,web-srv-01,réseau,info,New connection accepted from 174.95.169.223,"tls, error"
2026-06-19T17:30:09.529332+00:00,188.175.68.2,web-srv-02,application,critical,GET /api/v1/users HTTP/1.1 200 4964ms from 76.112.162.83,"http, auth"
2026-06-19T17:29:33.183656+00:00,161.180.83.46,web-srv-02,application,info,Database query timeout after 30s: SELECT * FROM events,"http, api"
2026-06-19T17:18:28.103705+00:00,140.121.161.226,monitor,auth,info,Accepted publickey for gonzalezbenjamin from 171.130.86.194 port 12218,"ssh, login"
2026-06-19T17:14:38.528820+00:00,106.106.248.246,vpn-gw,réseau,info,TLS handshake timeout from 40.117.84.247,"tls, error"
2026-06-19T17:14:02.508585+00:00,63.166.144.19,monitor,application,critical,GET /api/v1/users HTTP/1.1 200 2700ms from 198.112.182.222,"http, api"
2026-06-19T17:04:57.420321+00:00,112.51.61.88,auth-srv,réseau,info,Connection from 73.227.195.212:15076 to 172.17.75.54:80 ESTABLISHED,"tls, error"
2026-06-19T17:03:29.395737+00:00,60.69.131.219,web-srv-02,réseau,critical,DROP IN=eth0 OUT= SRC=102.164.150.14 DST=172.20.85.141 PROTO=TCP DPT=3306,"tls, error"
2026-06-19T16:50:40.966525+00:00,137.22.15.4,auth-srv,système,info,kernel: EXT4-fs error on device sda1,"kernel, oom"
2026-06-19T16:39:21.759660+00:00,157.172.104.102,web-srv-02,application,info,GET /api/v1/users HTTP/1.1 200 1354ms from 216.130.142.16,"http, auth"
2026-06-19T16:31:08.115573+00:00,28.108.125.235,web-srv-02,système,info,systemd: postgres.service start request repeated too quickly,"disk, error"
2026-06-19T16:21:56.038428+00:00,216.154.90.172,auth-srv,système,warning,systemd: nginx.service start request repeated too quickly,"cpu, temp"
2026-06-19T16:20:21.269213+00:00,207.43.44.249,db-master,système,warning,Out of memory: Kill process 35706 (postgres),"disk, error"
2026-06-19T16:08:19.360921+00:00,15.90.96.230,monitor,application,warning,Unhandled exception in worker 24277: NullPointerException,"db, timeout"
2026-06-19T16:07:12.332282+00:00,71.99.215.170,auth-srv,application,info,Unhandled exception in worker 87135: NullPointerException,"db, timeout"
2026-06-19T15:49:57.321825+00:00,221.201.37.8,vpn-gw,système,info,Out of memory: Kill process 95232 (postgres),"cpu, temp"
2026-06-19T15:37:18.857850+00:00,180.210.102.224,vpn-gw,auth,critical,Accepted publickey for xwright from 96.130.142.182 port 9427,"ssh, login"
2026-06-19T15:27:29.439393+00:00,159.243.93.248,db-master,application,info,Unhandled exception in worker 7861: NullPointerException,"http, api"
2026-06-19T15:20:01.450916+00:00,154.55.47.222,web-srv-01,application,warning,Unhandled exception in worker 92160: NullPointerException,"http, auth"
2026-06-19T15:08:31.056444+00:00,12.56.109.123,db-replica,réseau,info,New connection accepted from 211.195.125.156,"tcp, established"
2026-06-19T15:01:20.362894+00:00,139.54.210.53,db-master,système,info,Out of memory: Kill process 22349 (nginx),"disk, error"
2026-06-19T14:50:37.884134+00:00,17.24.156.248,db-replica,système,info,systemd: redis.service start request repeated too quickly,"kernel, oom"
2026-06-19T14:44:28.108479+00:00,58.153.90.156,vpn-gw,auth,info,Accepted publickey for hammondrichard from 98.28.28.57 port 54961,"auth, sudo"
2026-06-19T14:25:36.587295+00:00,47.196.70.30,db-master,application,warning,POST /login HTTP/1.1 401 from 93.30.87.223 — invalid credentials,"http, auth"
2026-06-19T14:20:39.332233+00:00,59.23.110.166,db-replica,réseau,info,Connection from 88.217.78.57:30446 to 172.20.47.88:3306 ESTABLISHED,"firewall, drop"
2026-06-19T14:20:07.908617+00:00,74.201.175.66,auth-srv,application,info,POST /login HTTP/1.1 401 from 192.44.64.48 — invalid credentials,"http, auth"
2026-06-19T13:56:54.775541+00:00,62.231.246.154,db-replica,auth,info,Failed password for jfisher from 83.8.205.46 port 49196 ssh2,"ssh, brute-force"
2026-06-19T13:55:15.626503+00:00,84.59.176.51,auth-srv,réseau,warning,TLS handshake timeout from 157.46.103.203,"tls, error"
2026-06-19T13:22:26.806821+00:00,63.202.189.212,vpn-gw,système,info,systemd: systemd.service start request repeated too quickly,"disk, error"
2026-06-19T13:16:29.211268+00:00,72.210.100.243,web-srv-01,système,critical,kernel: EXT4-fs error on device sda1,"disk, error"
2026-06-19T13:06:25.529653+00:00,111.43.187.216,web-srv-02,réseau,info,DROP IN=eth0 OUT= SRC=7.170.224.136 DST=192.168.183.48 PROTO=TCP DPT=80,"tls, error"
2026-06-19T12:43:13.364607+00:00,39.181.68.40,monitor,système,info,Out of memory: Kill process 32732 (postgres),"disk, error"
2026-06-19T12:33:08.385238+00:00,89.226.164.76,db-replica,application,info,Unhandled exception in worker 67983: NullPointerException,"db, timeout"
2026-06-19T12:27:17.451381+00:00,46.52.217.44,web-srv-02,application,warning,GET /api/v1/users HTTP/1.1 200 1532ms from 97.140.66.101,"db, timeout"
2026-06-19T12:25:03.766559+00:00,90.22.63.156,monitor,auth,info,Invalid user cjimenez from 75.50.135.253,"auth, sudo"
2026-06-19T12:24:36.193788+00:00,204.18.153.62,db-master,système,info,Out of memory: Kill process 23919 (systemd),"kernel, oom"
2026-06-19T12:14:14.667201+00:00,23.15.117.102,db-replica,auth,info,Accepted publickey for sylvia23 from 50.173.206.104 port 19273,"ssh, brute-force"
2026-06-19T11:59:24.499079+00:00,207.30.11.191,proxy-01,système,info,Out of memory: Kill process 90468 (nginx),"kernel, oom"
2026-06-19T11:58:00.264008+00:00,172.223.244.69,monitor,système,critical,systemd: postgres.service start request repeated too quickly,"kernel, oom"
2026-06-19T11:46:48.646275+00:00,56.59.176.146,db-replica,application,info,Unhandled exception in worker 9709: NullPointerException,"http, api"
2026-06-19T11:45:41.021946+00:00,157.197.133.110,monitor,auth,info,Accepted publickey for meltonfrank from 98.252.184.15 port 6949,"ssh, brute-force"
2026-06-19T11:43:17.132833+00:00,8.46.63.154,web-srv-02,application,info,Unhandled exception in worker 82137: NullPointerException,"http, auth"
2026-06-19T11:36:58.390650+00:00,223.47.24.239,db-master,application,info,POST /login HTTP/1.1 401 from 94.52.164.137 — invalid credentials,"http, api"
2026-06-19T11:35:05.966873+00:00,140.210.143.32,db-replica,réseau,warning,TLS handshake timeout from 72.102.100.195,"tcp, established"
2026-06-19T11:31:10.186166+00:00,12.124.41.63,db-replica,auth,info,Accepted publickey for mariaallen from 116.96.188.123 port 27534,"auth, sudo"
2026-06-19T11:28:17.855414+00:00,47.31.230.74,proxy-01,auth,info,Invalid user sherry83 from 115.230.126.128,"auth, sudo"
2026-06-19T10:55:22.476057+00:00,54.34.230.161,proxy-01,système,info,CPU temperature above threshold: 84°C,"cpu, temp"
2026-06-19T10:43:45.435714+00:00,202.6.157.34,db-master,auth,info,Invalid user parkeramanda from 19.95.6.4,"auth, sudo"
2026-06-19T10:39:05.878337+00:00,150.151.121.232,web-srv-02,système,info,kernel: EXT4-fs error on device sda1,"disk, error"
2026-06-19T10:33:59.527371+00:00,201.9.156.108,proxy-01,système,info,Out of memory: Kill process 94826 (redis),"cpu, temp"
2026-06-19T10:15:28.598629+00:00,204.144.131.228,db-master,réseau,warning,DROP IN=eth0 OUT= SRC=179.65.163.122 DST=172.26.115.155 PROTO=TCP DPT=5432,"tls, error"
2026-06-19T10:04:50.494786+00:00,153.13.230.61,auth-srv,système,info,CPU temperature above threshold: 92°C,"disk, error"
2026-06-19T09:56:47.739443+00:00,26.93.104.182,db-master,système,info,kernel: EXT4-fs error on device sda1,"disk, error"
2026-06-19T09:54:09.058469+00:00,93.250.247.118,proxy-01,système,warning,systemd: redis.service start request repeated too quickly,"cpu, temp"
2026-06-19T09:47:42.603328+00:00,19.105.75.245,db-master,application,warning,POST /login HTTP/1.1 401 from 87.34.133.9 — invalid credentials,"db, timeout"
2026-06-19T09:42:57.495579+00:00,82.206.159.208,monitor,auth,info,pam_unix(sshd:auth): authentication failure; user=sweeneydaniel,"auth, sudo"
2026-06-19T09:36:39.749087+00:00,106.8.57.67,monitor,réseau,warning,DROP IN=eth0 OUT= SRC=63.181.126.152 DST=192.168.206.239 PROTO=TCP DPT=6379,"tcp, established"
2026-06-19T09:23:21.249556+00:00,80.196.131.92,db-master,application,info,Unhandled exception in worker 64566: NullPointerException,"db, timeout"
2026-06-19T09:22:24.375941+00:00,13.126.214.254,web-srv-01,réseau,info,New connection accepted from 57.226.75.94,"firewall, drop"
2026-06-19T09:22:17.260576+00:00,192.56.154.247,web-srv-02,auth,warning,Failed password for scott24 from 11.22.246.100 port 25023 ssh2,"auth, sudo"
2026-06-19T09:17:30.718513+00:00,70.155.107.87,web-srv-02,auth,warning,pam_unix(sshd:auth): authentication failure; user=savannahcastro,"ssh, login"
2026-06-19T08:36:36.806051+00:00,202.19.63.107,web-srv-02,système,info,Out of memory: Kill process 95389 (nginx),"cpu, temp"
2026-06-19T08:27:08.166757+00:00,48.199.213.59,proxy-01,système,warning,Out of memory: Kill process 33239 (redis),"cpu, temp"
2026-06-19T08:17:32.382528+00:00,97.227.215.0,monitor,auth,info,Failed password for david54 from 29.144.9.185 port 17289 ssh2,"auth, sudo"
2026-06-19T08:11:13.826318+00:00,188.22.55.240,web-srv-02,application,info,POST /login HTTP/1.1 401 from 149.20.253.13 — invalid credentials,"http, api"
2026-06-19T08:07:46.984236+00:00,176.79.107.220,proxy-01,réseau,warning,TLS handshake timeout from 101.181.86.135,"tls, error"
2026-06-19T07:50:19.790148+00:00,60.188.214.175,proxy-01,application,warning,Database query timeout after 30s: SELECT * FROM events,"http, auth"
2026-06-19T07:33:23.263501+00:00,23.82.30.41,db-master,système,info,kernel: EXT4-fs error on device sda1,"disk, error"
2026-06-19T07:08:13.915395+00:00,137.126.174.251,vpn-gw,application,warning,POST /login HTTP/1.1 401 from 92.242.32.213 — invalid credentials,"http, api"
2026-06-19T07:00:57.272908+00:00,141.200.47.243,web-srv-01,système,critical,systemd: redis.service start request repeated too quickly,"kernel, oom"
2026-06-19T07:00:25.936213+00:00,117.204.206.53,vpn-gw,application,info,GET /api/v1/users HTTP/1.1 200 213ms from 32.41.54.19,"http, auth"
2026-06-19T06:59:33.653962+00:00,102.245.3.97,monitor,auth,info,pam_unix(sshd:auth): authentication failure; user=scook,"ssh, brute-force"
2026-06-19T06:57:20.678346+00:00,168.161.114.57,web-srv-01,application,info,Unhandled exception in worker 9544: NullPointerException,"http, auth"
2026-06-19T06:34:32.476139+00:00,217.217.158.217,proxy-01,auth,info,Accepted publickey for bakerjessica from 149.97.33.253 port 35839,"auth, sudo"
2026-06-19T06:29:12.271036+00:00,158.11.143.83,db-replica,application,info,GET /api/v1/users HTTP/1.1 200 1389ms from 123.219.9.149,"db, timeout"
2026-06-19T06:28:12.787388+00:00,213.223.143.211,web-srv-01,application,warning,Unhandled exception in worker 4883: NullPointerException,"http, api"
2026-06-19T06:24:37.132752+00:00,223.42.119.214,proxy-01,auth,critical,pam_unix(sshd:auth): authentication failure; user=ycampbell,"auth, sudo"
2026-06-19T06:18:03.439665+00:00,7.80.252.14,vpn-gw,auth,info,Failed password for heididavis from 3.58.205.248 port 60082 ssh2,"auth, sudo"
2026-06-19T06:14:01.560855+00:00,120.92.32.173,web-srv-02,réseau,info,Connection from 193.228.19.65:37066 to 172.26.126.216:80 ESTABLISHED,"firewall, drop"
2026-06-19T06:11:13.140706+00:00,70.242.131.162,auth-srv,application,warning,POST /login HTTP/1.1 401 from 183.250.173.54 — invalid credentials,"db, timeout"
2026-06-19T05:01:51.180918+00:00,136.87.73.204,proxy-01,auth,warning,Failed password for williampowell from 201.93.219.242 port 47563 ssh2,"auth, sudo"
2026-06-19T05:01:39.339460+00:00,170.107.26.250,vpn-gw,application,info,POST /login HTTP/1.1 401 from 93.185.25.22 — invalid credentials,"http, api"
2026-06-19T04:49:55.167762+00:00,79.205.30.130,vpn-gw,application,warning,Database query timeout after 30s: SELECT * FROM events,"http, api"
2026-06-19T04:38:12.060101+00:00,80.30.157.118,web-srv-01,application,info,GET /api/v1/users HTTP/1.1 200 2302ms from 99.59.80.127,"http, api"
2026-06-19T04:26:32.742800+00:00,110.22.9.140,web-srv-02,système,warning,Out of memory: Kill process 18186 (sshd),"disk, error"
2026-06-19T04:07:53.790112+00:00,174.105.214.176,auth-srv,réseau,warning,TLS handshake timeout from 179.60.185.198,"tls, error"
2026-06-19T03:51:25.521379+00:00,145.191.29.191,vpn-gw,réseau,info,TLS handshake timeout from 59.14.45.162,"tcp, established"
2026-06-19T03:48:48.917858+00:00,168.161.213.213,web-srv-01,système,warning,Out of memory: Kill process 52372 (postgres),"kernel, oom"
2026-06-19T03:47:49.739590+00:00,37.77.14.113,proxy-01,réseau,info,TLS handshake timeout from 45.251.181.34,"tls, error"
2026-06-19T03:37:58.184858+00:00,26.7.247.13,monitor,application,warning,Unhandled exception in worker 17607: NullPointerException,"http, auth"
2026-06-19T03:18:28.156429+00:00,155.155.129.44,db-replica,réseau,warning,New connection accepted from 9.125.0.141,"firewall, drop"
2026-06-19T03:17:55.198700+00:00,71.103.138.79,proxy-01,réseau,warning,New connection accepted from 184.194.66.242,"firewall, drop"
2026-06-19T02:55:03.182817+00:00,132.82.1.116,web-srv-02,réseau,info,TLS handshake timeout from 183.59.38.232,"tls, error"
2026-06-19T02:47:57.123375+00:00,49.137.44.64,db-master,réseau,critical,DROP IN=eth0 OUT= SRC=151.109.47.102 DST=192.168.202.229 PROTO=TCP DPT=22,"tls, error"
2026-06-19T02:39:19.719057+00:00,120.138.91.3,monitor,système,info,systemd: systemd.service start request repeated too quickly,"kernel, oom"
2026-06-19T02:32:04.253258+00:00,30.86.199.79,db-master,réseau,info,TLS handshake timeout from 151.143.64.64,"tls, error"
2026-06-19T02:28:19.623571+00:00,55.229.58.19,db-master,réseau,warning,TLS handshake timeout from 179.184.118.48,"tls, error"
2026-06-19T02:27:13.013820+00:00,143.49.110.234,proxy-01,système,warning,systemd: nginx.service start request repeated too quickly,"kernel, oom"
2026-06-19T02:24:12.802507+00:00,150.184.83.210,vpn-gw,réseau,info,TLS handshake timeout from 202.120.207.192,"tls, error"
2026-06-19T02:14:10.279795+00:00,30.50.149.175,vpn-gw,auth,warning,Invalid user griffithmichael from 52.156.213.162,"ssh, brute-force"
2026-06-19T02:10:57.489386+00:00,31.5.255.85,proxy-01,application,info,POST /login HTTP/1.1 401 from 4.194.145.89 — invalid credentials,"http, api"
2026-06-19T02:00:33.921139+00:00,96.101.78.52,db-replica,application,warning,GET /api/v1/users HTTP/1.1 200 4851ms from 48.19.16.227,"db, timeout"
2026-06-19T01:52:23.261387+00:00,19.125.71.17,monitor,système,info,kernel: EXT4-fs error on device sda1,"disk, error"
2026-06-19T01:50:38.486467+00:00,161.130.171.31,db-master,système,warning,Out of memory: Kill process 96309 (systemd),"disk, error"
2026-06-19T01:47:31.905879+00:00,34.108.43.111,auth-srv,système,info,kernel: EXT4-fs error on device sda1,"cpu, temp"
2026-06-19T01:46:09.092174+00:00,44.89.7.76,vpn-gw,réseau,info,TLS handshake timeout from 173.65.1.68,"tls, error"
2026-06-19T01:22:17.983076+00:00,54.158.152.54,web-srv-02,auth,info,Invalid user melissahoover from 3.115.78.160,"ssh, brute-force"
2026-06-19T00:59:26.271412+00:00,47.109.24.21,auth-srv,auth,info,pam_unix(sshd:auth): authentication failure; user=joeherrera,"ssh, login"
2026-06-19T00:30:20.281663+00:00,123.97.40.151,proxy-01,système,info,systemd: systemd.service start request repeated too quickly,"kernel, oom"
2026-06-19T00:23:30.199998+00:00,153.30.69.221,db-replica,système,info,CPU temperature above threshold: 98°C,"cpu, temp"
2026-06-19T00:14:34.003352+00:00,194.22.2.122,auth-srv,application,info,POST /login HTTP/1.1 401 from 64.224.23.206 — invalid credentials,"db, timeout"
2026-06-18T23:51:04.699039+00:00,136.203.201.164,web-srv-01,réseau,warning,New connection accepted from 105.58.183.237,"firewall, drop"
2026-06-18T23:36:38.542238+00:00,28.130.127.118,auth-srv,système,info,kernel: EXT4-fs error on device sda1,"kernel, oom"
2026-06-18T23:16:23.240903+00:00,59.226.209.120,web-srv-02,application,info,Unhandled exception in worker 8817: NullPointerException,"db, timeout"
